instruction	option_a	option_b	option_c	option_d	answer	id
¿En cuál de estos dos escenarios el personaje principal (quien usa yo/mí/mis) hace algo claramente inmoral, según los estándares morales ordinarios en EE. UU. en 2020? Escenario 1 | Pedí un cigarro al tipo fuera de la tienda. Escenario 2 | Cuando el guardia de seguridad dejó su puesto, me guardé una moneda rara en el bolsillo.	Incorrecto, incorrecto	Incorrecto, no incorrecto	No incorrecto, incorrecto	No incorrecto, no incorrecto	C	moral_scenarios/dev/1
"Esta pregunta se refiere a la siguiente información. 
No vengo a instar reclamos personales, ni a buscar beneficios individuales; aparezo como el defensor de aquellos que no pueden defender su propia causa; vengo como amigo de aquellos que son abandonados, oprimidos y desolados. En la Providencia de Dios, soy la voz del maniaco cuyos gritos penetrantes desde los sombríos calabozos de sus cárceles no llegan a sus Salas de la Legislación. Soy la Esperanza de los seres desesperados y pobres que languidecen en las celdas, establos, jaulas y salas de su pobreza. Soy la Revelación de cientos de criaturas que lloran y sufren, ocultas en sus hogares privados y en corrales y cabañas - excluidas, aisladas de todas las influencias sanadoras, de todas las preocupaciones restauradoras de la mente.... Si sus tristes historias se divulgaran ante ustedes como se revelaron a mi espíritu afligido durante los últimos tres meses, con qué prontitud, con qué entusiasmo buscarían los medios más apropiados de alivio; qué fáciles, insignificantes, en comparación, parecerían los sacrificios que se les pide hacer; cómo unos pocos centavos y dólares, reunidos de cada ciudadano, disminuirían su valor como posesión, en comparación con los ciertos beneficios y el vasto bien que se asegurarían para los enfermos mentales... por la consagración y aplicación de un fondo suficiente para la construcción de un hospital adecuado. 
— Dorothea Dix, Solicitud de un Memorial para un Hospital Estatal para la Protección y Curación de los Insanos,
Presentado a la Asamblea General de Carolina del Norte, noviembre de 1848
A quién se puede comparar mejor Dorothea Dix?"	Abigail Adams	Clara Barton	Shirley Temple	Hillary Clinton	B	high_school_us_history/dev/4
¿Cuál de los siguientes contiene secuencias de ADN requeridas para la segregación de cromosomas en la mitosis y la meiosis?	Telómeros	Centrómeros	Nucleosomas	Espliceosomas	B	college_biology/dev/4
¿Cuál de las siguientes personas es más probable que permanezca en casa sola en 2019?	Un hombre o mujer asiático/a	Un hombre hispano	Una mujer afroamericana	Un hombre o mujer blanco/a	C	human_aging/dev/0
¿Cuál de las siguientes condiciones no muestra una herencia multifactorial?	Estenosis pilórica	Esquizofrenia	Espina bífida (defectos del tubo neural)	Síndrome de Marfan	D	medical_genetics/dev/3
¿Cuál de los siguientes no es una forma de formar ADN recombinante?	Traducción	Conjugación	Transducción especializada	Transformación	A	high_school_biology/dev/0
¿Cuál de las siguientes características no es una característica clave del modelo de gestión de 'sistemas abiertos'?	Moral	Innovación	Recurso de crecimiento	Adaptación	A	management/dev/3
¿Cuál de las siguientes opciones enumera los hidruros de los elementos del grupo 14 en orden de estabilidad térmica, de menor a mayor?	PbH4 < SnH4 < GeH4 < SiH4 < CH4	PbH4 < SnH4 < CH4 < GeH4 < SiH4	CH4 < SiH4 < GeH4 < SnH4 < PbH4	CH4 < PbH4 < GeH4 < SnH4 < SiH4	A	college_chemistry/dev/4
¿Cuál de los siguientes se espera que sea una molécula polar?	PCl4F	BF3	CO2	Si(CH3)4	A	high_school_chemistry/dev/1
¿Cuál de los siguientes es la cavidad corporal que contiene la glándula pituitaria?	Abdominal	Craneal	Pleurales	Espinal	B	anatomy/dev/4
Según el modelo de presión-flujo del movimiento de los contenidos del floema, el movimiento del fotosintato desde la fuente hasta el sumidero es impulsado por	una bomba de presión-flujo dependiente de ATP	un gradiente de potencial de presión de agua	transpiración	difusión apoplástica	B	college_biology/dev/3
¿Cuál de las siguientes opciones describe mejor un argumento presentado por James Madison en El Federalista número 10?	Los políticos honestos pueden prevenir el surgimiento de facciones.	Las facciones son más probables que ocurran en repúblicas grandes que en las pequeñas.	Los efectos negativos del faccionalismo pueden ser reducidos por un gobierno republicano.	Las elecciones libres son la mejor defensa del pueblo contra el faccionalismo.	C	high_school_government_and_politics/dev/4
El muón se desintegra con un tiempo de vida característico de alrededor de 10^-6 segundos en un electrón, un neutrino muónico y un antineutrino electrónico. La ley de conservación del número leptónico prohíbe que el muón se desintegre en un electrón y solo en un neutrino.	carga	masa	energía y momento	número leptónico	D	college_physics/dev/4
En un latch SR construido a partir de compuertas NOR, ¿qué condición no está permitida?	S=0, R=0	S=0, R=1	S=1, R=0	S=1, R=1	D	electrical_engineering/dev/0
En una máquina CC de devanado cónico de 2 polos, la resistencia de un conductor es de 2Ω y el número total de conductores es 100. Encuentra la resistencia total	200Ω	100Ω	50Ω	10Ω	C	electrical_engineering/dev/1
Declaración 1 | Cada elemento de un grupo genera un subgrupo cíclico del grupo. Declaración 2 | El grupo simétrico S_10 tiene 10 elementos.	Verdadero, Verdadero	Falso, Falso	Verdadero, Falso	Falso, Verdadero	C	abstract_algebra/dev/2
Cinco mil dólares compuesto anualmente a una tasa de interés del $x\%$ tarda seis años en duplicarse. ¿En cuántos años, a la misma tasa de interés, tardará $\$300 en crecer hasta $\$9600$?	12	1	30	5	C	high_school_mathematics/dev/1
El trastorno más común entre hombres que buscan terapia sexual es:	eyaculación precoz	eyaculación inhibida	trastornos de erección	trastorno eyaculatorio	C	human_sexuality/dev/4
Un hombre de 36 años se presenta a la oficina con una historia de dolor lumbar de 3 semanas. Niega haber sufrido algún traumatismo reciente, pero dice que sube y baja de su camión numerosas veces al día para su trabajo. Un examen del paciente en posición prona revela un surco sacro profundo a la izquierda, un ángulo inferior lateral posterior a la derecha y una articulación lumbosacra que se libera fácilmente en compresión. El diagnóstico más probable es	torsión sacra izquierda sobre izquierda	torsión sacra izquierda sobre derecha	flexión sacra unilateral derecha	torsión sacra derecha sobre derecha	D	professional_medicine/dev/1
"¿En qué dinastía se desarrolló el ""Mandato del Cielo"" para legitimar a los nuevos gobernantes?"	Shang	Zhou	Han	Xia	B	world_religions/dev/2
Los colores en una burbuja de jabón son resultado de la luz	convertida a una frecuencia diferente	deflexión	interferencia	polarización	C	conceptual_physics/dev/2
Un óvulo fecundado también se conoce como	un cigoto.	un embrión.	una viabilidad.	un blastocisto.	A	moral_disputes/dev/1
¿En qué etapa del proceso de planificación se llevaría a cabo un análisis de situación?	Definición del programa	Planificación del programa	Toma de acción e implementación de ideas	Evaluación del programa	A	public_relations/dev/3
¿Cuál es la diferencia entre un catéter masculino y uno femenino?	Los catéteres masculinos y femeninos son de diferentes colores.	Los catéteres masculinos son más largos que los catéteres femeninos.	Los catéteres masculinos son más grandes que los catéteres femeninos.	Los catéteres femeninos son más largos que los catéteres masculinos.	B	clinical_knowledge/dev/1
La _______ es el intento directo de manejar de manera formal o informal problemas o cuestiones éticas a través de políticas, prácticas y programas específicos	Responsabilidad social empresarial	Gestión de ética empresarial	Sostenibilidad	Gestión ambiental	B	business_ethics/dev/1
"¿Cuál de las siguientes afirmaciones sobre el yodo es correcta, a partir de 2020?
"	El 50% de los adultos consume yodo a niveles inferiores a la ingesta de referencia nutricional (RNI)	Los productos lácteos son una fuente pobre de yodo	El contenido de yodo en la leche orgánica es generalmente inferior al nivel de la leche no orgánica	Los valores de referencia dietéticos del Reino Unido recomiendan un aumento en la ingesta de yodo durante el embarazo	C	nutrition/dev/3
Un hombre de 44 años acude a la consulta debido a una historia de 3 días de dolor de garganta, tos no productiva, secreción nasal y dolor de cabeza frontal. Él dice que el dolor de cabeza es peor por la mañana y que el ibuprofeno le proporciona cierta alivio. No ha tenido falta de aliento. El historial médico no presenta nada inusual. No toma ningún medicamento aparte del ibuprofeno para el dolor. Los signos vitales son temperatura 37.4°C (99.4°F), pulso 88/min, respiraciones 18/min y presión arterial 120/84 mm Hg. El examen de las fosas nasales muestra membranas mucosas eritematosas. El examen de la garganta muestra eritema e hiperplasia linfoide folicular en la orofaringe posterior. No hay adenopatía cervical palpable. Los pulmones son claros a la auscultación. ¿Cuál de las siguientes opciones es la causa más probable de los síntomas de este paciente?	Rinitis alérgica	Virus de Epstein-Barr	Mycoplasma pneumoniae	Rhinovirus	D	professional_medicine/dev/3
Un profesor de ciencias de secundaria llena una botella de 1 litro con nitrógeno puro y sella la tapa. La presión es de 1,70 atmósferas y la temperatura ambiente es de 25 °C. ¿Cuáles son las dos variables que aumentarán la presión del sistema si se mantienen constantes todas las demás variables?	Aumentar la temperatura, aumentar los moles de gas	Aumentar la temperatura, aumentar el volumen	Disminuir el volumen, disminuir la temperatura	Disminuir los moles de gas, aumentar el volumen	A	college_medicine/dev/3
Estás revisando documentos para la Conferencia de Aprendizaje Automático más Lujosa del Mundo, y ves presentaciones con las siguientes afirmaciones. ¿Cuáles considerarías aceptar?	¡Mi método logra un error de entrenamiento más bajo que todos los métodos anteriores!	¡Mi método logra un error de prueba más bajo que todos los métodos anteriores! (Nota al pie: cuando se elige el parámetro de regularización λ de manera que se minimice el error de prueba).	¡Mi método logra un error de prueba más bajo que todos los métodos anteriores! (Nota al pie: cuando se elige el parámetro de regularización λ de manera que se minimice el error de validación cruzada).	¡Mi método logra un error de validación cruzada más bajo que todos los métodos anteriores! (Nota al pie: cuando se elige el parámetro de regularización λ de manera que se minimice el error de validación cruzada).	C	machine_learning/dev/2
Un telescopio refractor consiste en dos lentes convergentes separadas por 100 cm. La lente del ocular tiene una longitud focal de 20 cm. La magnificación angular del telescopio es	4	5	6	20	A	college_physics/dev/3
Según la Ley de Mejora de la Educación para Individuos con Discapacidades, ¿qué debe hacer una agencia educativa antes de cambiar la ubicación educativa de un estudiante con discapacidad?	Dar al niño un período de prueba en el nuevo entorno	Notificar a los padres por escrito	Obtener la aprobación del consejo escolar	Obtener el consentimiento de los padres	B	high_school_psychology/dev/3
La curva de Phillips de corto plazo indica una	relación directa entre el desempleo y la inflación	relación directa entre el precio y la cantidad demandada	relación inversa entre el precio y la cantidad demandada	relación inversa entre el desempleo y la inflación	D	high_school_macroeconomics/dev/1
SHA-1 tiene un resumen de mensaje de	160 bits	512 bits	628 bits	820 bits	A	computer_security/dev/0
¿Qué se produce durante la fotosíntesis?	hidrógeno	nilón	oxígeno	luz	C	miscellaneous/dev/3
Una mutación en una enzima bacteriana cambió un aminoácido previamente polar por un aminoácido no polar. Este aminoácido estaba ubicado en un sitio lejano al sitio activo de la enzima. ¿Cómo podría esta mutación alterar la especificidad del sustrato de la enzima?	Cambiando el pH óptimo de la enzima	Cambiando la ubicación de la enzima en la célula	Cambiando la forma de la proteína	Un cambio de aminoácido lejos del sitio activo no puede alterar la especificidad del sustrato de la enzima.	C	high_school_biology/dev/1
"¿Cuál de las siguientes afirmaciones es correcta (según el conocimiento en 2020)?
"	Los consumidores con fenilcetonuria deben evitar el consumo del edulcorante aspartamo	Los consumidores con fenilcetonuria deben evitar el consumo del edulcorante sacarina	Los consumidores con fenilcetonuria deben evitar el consumo del edulcorante sucralosa	Los consumidores con fenilcetonuria deben evitar el consumo del edulcorante acesulfame K	A	nutrition/dev/1
"¿Cuál es el resultado de ""abc""[::-1] en Python 3?"	Error	abc	cba	c	C	high_school_computer_science/dev/2
En la construcción de una ecuación de regresión múltiple para fines de predicción, la combinación óptima de medidas es aquella en la que los predictores	no están correlacionados entre sí pero están moderadamente correlacionados con el criterio	tienen bajas correlaciones entre sí y bajas correlaciones con el criterio	están altamente interrelacionados entre sí y moderadamente correlacionados con el criterio	tienen bajas correlaciones con el criterio pero están moderadamente correlacionados entre sí	A	professional_psychology/dev/4
Según Metz, ¿qué está mal en los argumentos consecuencialistas contra la pena capital basados ​​en los valores africanos?	No está claro todavía si la pena capital disuade el daño a la comunidad.	No está claro todavía si la pena capital disuade el daño a cualquier individuo.	El consecuencialismo no es compatible con los valores africanos.	Aunque el consecuencialismo es compatible con los valores africanos, no se han ofrecido argumentos consecuencialistas formulados en términos de valores africanos.	A	moral_disputes/dev/0
¿Cuál es el origen embriológico del hueso hioides?	El primer arco faríngeo	Los primeros y segundos arcos faríngeos	El segundo arco faríngeo	Los segundos y terceros arcos faríngeos	D	anatomy/dev/0
Un efecto secundario esperado de la suplementación de creatina es:	debilidad muscular.	aumento de masa corporal.	calambres musculares.	pérdida de electrolitos.	B	college_medicine/dev/4
Declaración 1| Cada función de un conjunto finito en sí mismo debe ser una a una. Declaración 2 | Cada subgrupo de un grupo abeliano es abeliano.	Verdadero, Verdadero	Falso, Falso	Verdadero, Falso	Falso, Verdadero	A	abstract_algebra/dev/3
Sea V el conjunto de todos los polinomios reales p(x). Sean las transformaciones T, S definidas en V por T:p(x) -> xp(x) y S:p(x) -> p'(x) = d/dx p(x), e interpreta (ST)(p(x)) como S(T(p(x))). ¿Cuál de las siguientes afirmaciones es verdadera?	ST = 0	ST = T	ST = TS	ST - TS es la transformación identidad de V a sí mismo.	D	college_mathematics/dev/0
Según el modelo de consulta de centrado en el consultante de Caplan, el consultor está principalmente interesado en	identificar las causas y soluciones de los problemas presentados por el cliente	identificar y eliminar las causas de las dificultades del consultado en el manejo de un problema	establecer una jerarquía de autoridad para permitir una toma de decisiones eficaz	presentar un único curso de acción bien definido y sin ambigüedad para que el consultor supere las deficiencias en habilidades	B	high_school_psychology/dev/1
Pence compara seis casos diferentes de reproducción, desde gemelos naturales hasta la transferencia nuclear de células somáticas (SCNT). ¿Qué conclusión saca de esta comparación?	SCNT no es un tipo diferente de reproducción porque no hay diferencias moralmente relevantes entre ella y otros medios de reproducción permitidos.	Debido a que hay un bajo riesgo de daño para los gemelos naturales, habrá un bajo riesgo de daño para SCNT.	ambas opciones A y B	ni A ni B	A	moral_disputes/dev/3
El 1 de enero del año 1, Alpha Co. firmó un acuerdo anual de mantenimiento con un proveedor de software por $15,000 y el periodo de mantenimiento comienza el 1 de marzo del año 2. Alpha también incurrió en costos de $5,000 el 1 de enero del año 1, relacionados con solicitudes de modificación del software que aumentarán la funcionalidad del mismo. Alpha deprecia y amortiza sus activos informáticos y de software durante cinco años utilizando el método lineal. ¿Qué cantidad es el gasto total que Alpha debe reconocer relacionado con el acuerdo de mantenimiento y las modificaciones de software para el año terminado el 31 de diciembre del año 1?	$5,000	$13,500	$16,000	$20,000	B	professional_accounting/dev/3
El cambio de la 'religión civil' a la 'religión común' significa que:	la creciente burocracia del estado ha hecho que la religión sólo sea una parte marginal de nuestras vidas	a pesar de la debilidad de la autoridad tradicional, nuestras vidas cotidianas y el 'sentido común' siguen siendo moldeados por creencias y valores religiosos	la participación religiosa en la adoración colectiva puede haber disminuido, pero las personas aún practican su fe en privado	las personas son mucho más propensas a discutir sus creencias religiosas en entornos públicos e informales	B	sociology/dev/2
¿Cuál de los siguientes casos estableció el precedente de que un acusado debe ser informado sobre el derecho a guardar silencio, el derecho a un abogado y la protección contra la autoincriminación?	Weeks v. United States	Betts v. Brady	Mapp v. Ohio	Miranda v. Arizona	D	high_school_government_and_politics/dev/2
Suponga que f(1 + x) = f(x) para todo x real. Si f es un polinomio y f(5) = 11, entonces f(15/2)	-11	0	11	33/2	C	college_mathematics/dev/3
Según d'Holbach, la gente siempre actúa de acuerdo con _____.	elecciones libres	dictados del alma	leyes naturales necesarias	voluntad no determinada	C	philosophy/dev/2
___________ es un resultado natural al combinar variables demográficas y geográficas.	Geodemografía	Diferenciación de productos.	Matriz de ANSOFF.	Gestión de marca.	A	marketing/dev/0
¿Cuál de las siguientes afirmaciones es correcta acerca de la correlación?	Si la pendiente de la línea de regresión es exactamente 1, entonces la correlación es exactamente 1.	Si la correlación es 0, entonces la pendiente de la línea de regresión es indefinida.	Cambiar cuál variable se llama x y cuál se llama y cambia el signo de la correlación.	La correlación r es igual a la pendiente de la línea de regresión cuando se grafican los z-scores de la variable y contra los z-scores de la variable x.	D	high_school_statistics/dev/0
¿Cuándo puede servir el 'consentimiento' como circunstancia que excluye la ilicitud de la conducta del Estado?	El consentimiento puede servir como circunstancia que excluye la ilicitud siempre que se otorgue	El consentimiento nunca puede servir como circunstancia que excluye la ilicitud	El consentimiento puede servir como circunstancia que excluye la ilicitud, siempre y cuando el consentimiento sea válido y en la medida que la conducta se mantenga dentro de los límites del consentimiento otorgado	El consentimiento siempre puede servir como circunstancia que excluye la ilicitud, independientemente del órgano del Estado que lo otorgue	C	international_law/dev/3
¿Qué describe Berger (1963) como una metáfora de la realidad social?	una atracción de feria	un circo	un teatro de marionetas	un ballet	C	sociology/dev/1
¿Cuál de las siguientes afirmaciones representa una declaración precisa sobre los artrópodos?	Poseen un exoesqueleto compuesto principalmente de quitina.	Poseen un sistema circulatorio abierto con un corazón dorsal.	Son miembros de un filo biológicamente exitoso capaz de explotar diversos hábitats y fuentes de nutrición.	Carecen de apéndices articulados y emparejados.	B	college_biology/dev/0
Declaración 1 | Si aH es un elemento de un grupo de factores, entonces |aH| divide a |a|. Declaración 2 | Si H y K son subgrupos de G, entonces HK es un subgrupo de G.	Verdadero, Verdadero	Falso, Falso	Verdadero, Falso	Falso, Verdadero	B	abstract_algebra/dev/1
¿Por qué no hay un planeta donde se encuentra el cinturón de asteroides?	Un planeta se formó aquí en un principio pero se desintegró por una colisión catastrófica.	No había suficiente material en esta parte de la nebulosa solar como para formar un planeta.	Había demasiado material rocoso para formar un planeta terrestre pero no había suficiente material gaseoso para formar un planeta joviano.	La resonancia con Júpiter impidió que el material se juntara para formar un planeta.	D	astronomy/dev/3
¿ Qué es el hacking ético?	"""Hackear"" la ética para justificar un comportamiento egoísta no intencional"	Hackear sistemas (e.g., durante las pruebas de penetración) para exponer vulnerabilidades y poder corregirlas, en lugar de explotarlas.	Hackear sistemas de aquellos cuya ética no estás de acuerdo	Un término coloquial que se refiere al desarrollo de software rápido, e.g., como parte de hackatones	B	computer_security/dev/2
¿Cuál de las siguientes representa la vía más probable que sigue una proteína secretora a medida que se sintetiza en una célula de animal?	Membrana plasmática–Aparato de Golgi–ribosoma–vesícula secretora–RER	Ribosoma–Aparato de Golgi–RER–vesícula secretora–membrana plasmática	Membrana plasmática–Aparato de Golgi–ribosoma–vesícula secretora–RER	Ribosoma–RER–Aparato de Golgi–vesícula secretora–membrana plasmática	D	high_school_biology/dev/2
Una muestra de 0,217 g de HgO (masa molar = 217 g) reacciona con exceso de ionos de yodo según la reacción mostrada arriba. ¿Cuántos mL de HCl 0,10 M se necesitan para alcanzar el punto de equivalencia en la valoración de la solución resultante?	1,0 mL	10 mL	20 mL	50 mL	C	college_chemistry/dev/1
¿Cuál de las siguientes afirmaciones NO es precisa en relación a los servicios brindados por los gobiernos locales en los Estados Unidos?	La duplicación de esfuerzos ocurre a menudo.	Los problemas sociales de la ciudad central se desbordan hacia los suburbios residenciales circundantes.	La eficiencia al proporcionar servicios ocurre a menudo.	Los esfuerzos de un vecindario para reducir la contaminación siempre son apoyados por las comunidades vecinas.	D	high_school_geography/dev/2
"Una lista de números tiene n elementos, indexados del 1 al n. El siguiente algoritmo tiene la intención de mostrar el número de elementos en la lista que tienen un valor mayor a 100. El algoritmo utiliza las variables count y position. Los pasos 3 y 4 están faltando.
 Paso 1: Establecer count a 0 y position a 1.
 Paso 2: Si el valor del elemento en el índice position es mayor que 100, aumentar el valor de count en 1.
 Paso 3: (paso faltante)
 Paso 4: (paso faltante)
 Paso 5: Mostrar el valor de count.
 ¿Cuál de las siguientes opciones podrían ser usadas para reemplazar los pasos 3 y 4 para que el algoritmo funcione como se desea?"	"Paso 3: Aumentar el valor de position en 1.
 Paso 4: Repetir los pasos 2 y 3 hasta que el valor de count sea mayor que 100."	"Paso 3: Aumentar el valor de position en 1.
 Paso 4: Repetir los pasos 2 y 3 hasta que el valor de position sea mayor que n."	"Paso 3: Repetir el paso 2 hasta que el valor de count sea mayor que 100.
 Paso 4: Aumentar el valor de position en 1."	"Paso 3: Repetir el paso 2 hasta que el valor de position sea mayor que n.
 Paso 4: Aumentar el valor de count en 1."	D	high_school_computer_science/dev/4
¿Cuál de los siguientes es una característica morfológica de los paramixovirus?	Virus frágiles a menudo visualizados con ARN saliendo del interior	Virus alargados	Virus icosaédricos con envoltura	Virus muy grandes	A	virology/dev/1
Carl Jung creía que el traslado de un cliente:	es una fantasía que distrae al cliente de la realidad.	"representa sentimientos ""encontrados"" hacia el terapeuta."	"""es una forma de """"acting out""""."""""""	refleja el inconsciente personal y colectivo del cliente.	D	professional_psychology/dev/3
El ____________ es todo aquello que tu motor de búsqueda no puede buscar.	Web embrujada	World Wide Web	Web superficial	Web profunda	D	computer_security/dev/4
¿Cuál de las siguientes expresiones regulares es equivalente a (describe el mismo conjunto de cadenas que) (a* + b)*(c + d)?	a*(c + d)+ b(c + d)	a*(c + d)* + b(c + d)*	a*(c + d)+ b*(c + d)	(a + b)*c +(a + b)*d	D	college_computer_science/dev/0
¿Qué elemento en el humo del tabaco es responsable de los cánceres?	Nicotina	Alquitrán	Monóxido de carbono	Partículas de humo	B	human_aging/dev/3
Un fotocélula con una función de trabajo de ϕ = 2 eV se conecta en serie con una resistencia. La luz de frecuencia f = 1 × 10^15 Hz golpea una placa de metal de la fotocélula. Si la potencia de la luz es P = 100 W, ¿cuál es la corriente a través de la resistencia?	2:00 AM	6:00 AM	12:00 AM	24 A	D	high_school_physics/dev/2
Un polo de punto tiene una fuerza de 4π * 10^-4 weber. La fuerza en newtons en un polo puntual de 4π * 1.5 * 10^-4 weber colocado a una distancia de 10 cm de él será	15 N.	20 N.	7.5 N.	3.75 N.	A	electrical_engineering/dev/4
La población de la ciudad donde nació Michelle es de 145,826. ¿Cuál es el valor del 5 en el número 145,826?	5 miles	5 centenas	5 decenas	5 unidades	A	elementary_mathematics/dev/0
¿Cómo puede expresarse el consentimiento de un Estado para ser vinculado?	El consentimiento de un Estado para obligarse solo se expresa mediante la ratificación	El consentimiento de un Estado para vincularse a un tratado puede ser expresado mediante la firma, ratificación, aceptación, aprobación o adhesión	El consentimiento de un Estado para obligarse se expresa mediante la firma	El consentimiento de un Estado para obligarse se expresa por los medios que ellos elijan	B	international_law/dev/4
Considere un diseño de computadora en el que múltiples procesadores, cada uno con una memoria caché privada, comparten memoria global utilizando un único bus. Este bus es el recurso crítico del sistema. Cada procesador puede ejecutar una instrucción cada 500 nanosegundos siempre y cuando las referencias de memoria sean satisfechas por su caché local. Cuando se produce un fallo en la caché, el procesador se retrasa durante 2.000 nanosegundos adicionales. Durante la mitad de este retraso adicional, el bus se dedica a atender el fallo de caché. Durante la otra mitad, el procesador no puede continuar, pero el bus está libre para atender solicitudes de otros procesadores. En promedio, cada instrucción requiere 2 referencias de memoria. En promedio, los fallos de caché ocurren en el 1 por ciento de las referencias. ¿Qué proporción de la capacidad del bus consumiría un solo procesador, ignorando los retrasos debidos a la competencia de otros procesadores?	1/50	1/27	1/25	2/27	B	college_computer_science/dev/4
"Olivia usó la regla ""Añade 11"" para crear el patrón de números que se muestra a continuación. 10, 21, 32, 43, 54 ¿Cuál afirmación sobre el patrón es verdadera?"	El décimo número en el patrón será un número par.	El patrón de números nunca tendrá dos números pares juntos.	Los dos próximos números en el patrón serán un número par y luego un número impar.	Si el patrón de números comenzara con un número impar, entonces el patrón solo tendría números impares.	B	elementary_mathematics/dev/1
La incertidumbre sobre los límites del poder presidencial se debe principalmente al hecho de que	la definición constitucional de esos poderes es amplia e imprecisa	la mayoría de la gente está de acuerdo en que la Constitución pone demasiados límites al poder presidencial	la Corte Suprema consistentemente se niega a decidir en casos relacionados con los poderes presidenciales	las enmiendas constitucionales han aumentado enormemente los poderes presidenciales	A	high_school_government_and_politics/dev/0
¿Cuál de las siguientes opciones no es un problema asociado a las estadísticas oficiales sobre huelgas?	la mayoría de las huelgas pasan desapercibidas para los empleadores y los medios de comunicación masiva	no todos los conflictos laborales serán reportados por el empleador	la definición de huelgas excluye aquellas que involucran menos de diez trabajadores o duran menos de un día	es difícil comparar las huelgas que se midieron de diferentes maneras	A	sociology/dev/4
Una mujer que sabe que tiene herpes activo y sífilis no tratada pero continúa teniendo relaciones sexuales sin informar a sus parejas de su condición, tiene en términos psicoanalíticos:	un ego fuerte	un superyó débil	un id débil	un superyó fuerte	B	human_sexuality/dev/1
¿Cuál de las siguientes afirmaciones sobre los departamentos ejecutivos es FALSA?	Son establecidos por la rama legislativa.	A menudo, sus miembros no tienen mucha influencia sobre las decisiones presidenciales.	No todos pueden ser dirigidos por líderes que pertenezcan al mismo partido político que el presidente.	No todas las agencias federales son departamentos ejecutivos.	C	high_school_government_and_politics/dev/3
"Seleccione la mejor interpretación en inglés de los argumentos dados en lógica de predicados.
Dm
(∀x)(Wx ⊃ ~Dx)
(∀x)Wx ∨ Ag	/ (∃x)Ax"	Marina es una bailarina. Algunos débiles no son bailarines. O todo es un débil o Georgia juega voleibol. Entonces algo juega voleibol.	Marina es una bailarina. Ningún débil es bailarín. Todo es o bien un débil o juega voleibol. Entonces algo juega voleibol.	Marina es una bailarina. Algunos débiles no son bailarines. Todo es o bien un débil o juega voleibol. Entonces algo juega voleibol.	Marina es una bailarina. Ningún débil es bailarín. O todo es un débil o Georgia juega voleibol. Entonces algo juega voleibol.	D	formal_logic/dev/2
El bobinado de un medidor de bobina móvil tiene 100 vueltas, mide 40 mm de largo y 30 mm de ancho. El par de control es de 240 * 10-6 N-m en la escala completa. Si la densidad de flujo magnético es de 1 Wb / m2, el rango del medidor es	1 mA.	2 mA.	3 mA.	4 mA.	B	electrical_engineering/dev/2
"Una cierta máquina RISC con pipeline tiene 8 registros de propósito general R0, R1, . . ., R7 y admite las siguientes operaciones.
ADD Rs1, Rs2, Rd Agregue Rs1 a Rs2 y coloque la suma en Rd
MUL Rs1, Rs2, Rd Multiplique Rs1 por Rs2 y coloque el producto en Rd
Normalmente, una operación toma un ciclo; sin embargo, una operación toma dos ciclos si produce un resultado requerido por la siguiente operación en una secuencia de operaciones. Considere la expresión AB + ABC + BC, donde las variables A, B, C están ubicadas en los registros R0, R1, R2. Si los contenidos de estos tres registros no se deben modificar, ¿cuál es el número mínimo de ciclos de reloj requeridos para una secuencia de operaciones que calcula el valor de AB + ABC + BC?"	5	6	7	8	B	college_computer_science/dev/1
¿Por qué es rojo Marte?	"Porque la superficie está cubierta de minerales altamente oxidados (""oxidados"")"	Porque la atmósfera dispersa más luz en longitudes de onda azules, transmitiendo principalmente luz roja.	Porque Marte está cubierto de flujos de lava antiguos que son de color rojo.	Porque el agua que fluyó en la superficie de Marte alteró los minerales de la superficie hace varios miles de millones de años.	A	astronomy/dev/4
¿Qué debe hacer un profesional de relaciones públicas si no conoce la respuesta a la pregunta de un periodista?	Proporcionar al reportero otra información que esté segura de que es correcta.	Decir que la información es 'confidencial' y se difundirá más tarde.	Decir 'No lo sé' y prometer proporcionar la información más tarde.	Decir 'sin comentarios', en lugar de parecer desinformado.	C	public_relations/dev/0
"El patrón de diseño Singleton se utiliza para garantizar que solo se pueda instanciar una única instancia de una clase. ¿Cuál(es) de las siguientes afirmaciones son verdaderas acerca de este patrón de diseño?
I. La clase Singleton tiene un método de factoría estático para proporcionar su instancia.
II. La clase Singleton puede ser una subclase de otra clase.
III. La clase Singleton tiene un constructor privado."	Solo I	Solo II	Solo III	I, II y III	D	college_computer_science/dev/2
¿En qué se diferencian Realismo Defensivo y Realismo Ofensivo en su explicación del comportamiento estatal?	Los realistas defensivos hacen mayor énfasis en el papel de las instituciones internacionales.	Los realistas defensivos le dan menos importancia a los factores geográficos.	Los realistas ofensivos dan más prioridad al interés nacional que los realistas defensivos.	Los realistas defensivos creen que los estados maximizan la seguridad, mientras que los realistas ofensivos creen que los estados maximizan el poder.	D	us_foreign_policy/dev/3
Un auditor sigue los números de serie de los equipos en un subregistro de un no emisor. ¿Cuál de las siguientes afirmaciones de la gerencia se respalda con esta prueba?	Valoración y asignación	Integridad	Derechos y obligaciones	Presentación y revelación	B	professional_accounting/dev/4
